Country,Flow,Commodity,Value
Jordan,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",56417495.69
Jordan,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",1505287.99
Rep. of Korea,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",5648043785
Rep. of Korea,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",2037786775
Kyrgyzstan,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",5845759
Kyrgyzstan,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",18783211
Lebanon,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",50397113
Lebanon,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",1305261
Latvia,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",220561770.6
Latvia,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",148639482.2
Lithuania,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",664842453
Lithuania,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",577994902
Luxembourg,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",112566938.8
Luxembourg,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",14798944.82
"China, Macao SAR",Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",353231023.6
"China, Macao SAR",Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",2617159.613
Malta,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",169668528.4
Malta,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",285104115.2
Mauritius,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",249732153.1
Mauritius,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",81246383.76
Mexico,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",926586669
Mexico,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",1056893301
Hungary,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",621814142
Hungary,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",748144467
Iceland,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",11417230.83
Iceland,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",8525861.404
Ireland,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1108305677
Ireland,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",4713448175
Israel,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",216748000
Israel,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",10088000
Italy,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",6045752923
Italy,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",5875481320
Jamaica,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",118611700.9
Jamaica,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",12471421.45
Japan,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1971912840
Japan,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",148825612.5
Kazakhstan,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",457398655.7
Kazakhstan,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",92335297.04
Jordan,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",250524674.6
Jordan,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",59117890.37
Rep. of Korea,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1579141750
Rep. of Korea,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",66454698
Kyrgyzstan,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",34457776
Kyrgyzstan,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",50143716
Lebanon,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",175313329
Lebanon,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",3040448
Latvia,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",340402388.2
Latvia,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",558300096.4
Lithuania,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",597830286
Lithuania,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",959895036
Luxembourg,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",532315002.8
Luxembourg,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",658407782.8
"China, Macao SAR",Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",227094160
"China, Macao SAR",Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1164170.604
Malta,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",72676668.25
Malta,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",3073509.869
Mauritius,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",139495252.7
Mauritius,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",931311.115
Mexico,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",3078470735
Mexico,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",376409763
Hungary,Import,Animal originated products; not elsewhere specified or included,93069121
Hungary,Export,Animal originated products; not elsewhere specified or included,115277902
Iceland,Import,Animal originated products; not elsewhere specified or included,23861753.05
Iceland,Export,Animal originated products; not elsewhere specified or included,23981400.2
Ireland,Import,Animal originated products; not elsewhere specified or included,28452638.96
Ireland,Export,Animal originated products; not elsewhere specified or included,60690567.57
Israel,Import,Animal originated products; not elsewhere specified or included,8647000
Israel,Export,Animal originated products; not elsewhere specified or included,225000
Italy,Import,Animal originated products; not elsewhere specified or included,375951533.5
Italy,Export,Animal originated products; not elsewhere specified or included,244608505.7
Jamaica,Import,Animal originated products; not elsewhere specified or included,711421.977
Jamaica,Export,Animal originated products; not elsewhere specified or included,1059.8
Japan,Import,Animal originated products; not elsewhere specified or included,632559097
Japan,Export,Animal originated products; not elsewhere specified or included,42160130.78
Kazakhstan,Import,Animal originated products; not elsewhere specified or included,7485235
Kazakhstan,Export,Animal originated products; not elsewhere specified or included,11765450.69
Jordan,Import,Animal originated products; not elsewhere specified or included,592829.22
Jordan,Export,Animal originated products; not elsewhere specified or included,326153.54
Rep. of Korea,Import,Animal originated products; not elsewhere specified or included,305309903
Rep. of Korea,Export,Animal originated products; not elsewhere specified or included,59207744
Kyrgyzstan,Import,Animal originated products; not elsewhere specified or included,3926541
Kyrgyzstan,Export,Animal originated products; not elsewhere specified or included,4742237
Lebanon,Import,Animal originated products; not elsewhere specified or included,5068610
Lebanon,Export,Animal originated products; not elsewhere specified or included,5348961
Latvia,Import,Animal originated products; not elsewhere specified or included,10877368.94
Latvia,Export,Animal originated products; not elsewhere specified or included,2131463.095
Lithuania,Import,Animal originated products; not elsewhere specified or included,56571870
Lithuania,Export,Animal originated products; not elsewhere specified or included,28900489
Luxembourg,Import,Animal originated products; not elsewhere specified or included,3193765.496
Luxembourg,Export,Animal originated products; not elsewhere specified or included,333556.429
"China, Macao SAR",Import,Animal originated products; not elsewhere specified or included,3674209.831
Malta,Import,Animal originated products; not elsewhere specified or included,487859.528
Malta,Export,Animal originated products; not elsewhere specified or included,37692.823
Mauritius,Import,Animal originated products; not elsewhere specified or included,10785712.42
Mauritius,Export,Animal originated products; not elsewhere specified or included,12744316.79
Mexico,Import,Animal originated products; not elsewhere specified or included,315755524
Mexico,Export,Animal originated products; not elsewhere specified or included,76335908
Hungary,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",158198165
Hungary,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",99605890
Iceland,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",7101563.339
Ireland,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",125661910.5
Ireland,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",25717161.91
Israel,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",29819000
Israel,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",101540000
Italy,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",972775098.3
Italy,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1355358553
Jamaica,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",2075572.39
Jamaica,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",261609.94
Japan,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",565334179.2
Japan,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",71721407.05
Kazakhstan,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",75220187.43
Kazakhstan,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",7148861.83
Jordan,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",9186188
Jordan,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1477649.47
Rep. of Korea,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",173487735
Rep. of Korea,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",14132738
Kyrgyzstan,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",6964914
Kyrgyzstan,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",235568
Lebanon,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",10543034
Lebanon,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",2900279
Latvia,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",65953509.81
Latvia,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",47995759.9
Lithuania,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",183573349
Lithuania,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",129732203
Luxembourg,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",45358036.96
Luxembourg,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",7953342.833
"China, Macao SAR",Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",6688765.11
Malta,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",6442741.067
Mauritius,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",2240372.644
Mauritius,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",273829.19
Mexico,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",180327290
Mexico,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",132690641
Hungary,Import,Vegetables and certain roots and tubers; edible,387014288
Hungary,Export,Vegetables and certain roots and tubers; edible,312975615
Iceland,Import,Vegetables and certain roots and tubers; edible,36334766.97
Iceland,Export,Vegetables and certain roots and tubers; edible,1201894.269
Ireland,Import,Vegetables and certain roots and tubers; edible,423220936.3
Ireland,Export,Vegetables and certain roots and tubers; edible,145496542.7
Israel,Import,Vegetables and certain roots and tubers; edible,460470000
Israel,Export,Vegetables and certain roots and tubers; edible,260366000
Italy,Import,Vegetables and certain roots and tubers; edible,2469406628
Italy,Export,Vegetables and certain roots and tubers; edible,2015926688
Jamaica,Import,Vegetables and certain roots and tubers; edible,22320542.97
Jamaica,Export,Vegetables and certain roots and tubers; edible,45706025.52
Japan,Import,Vegetables and certain roots and tubers; edible,2583331297
Japan,Export,Vegetables and certain roots and tubers; edible,80803124.5
Kazakhstan,Import,Vegetables and certain roots and tubers; edible,232591368.2
Kazakhstan,Export,Vegetables and certain roots and tubers; edible,165051390.9
Jordan,Import,Vegetables and certain roots and tubers; edible,71893329.85
Jordan,Export,Vegetables and certain roots and tubers; edible,134105209
Rep. of Korea,Import,Vegetables and certain roots and tubers; edible,922851475
Rep. of Korea,Export,Vegetables and certain roots and tubers; edible,166360114
Kyrgyzstan,Import,Vegetables and certain roots and tubers; edible,85040670
Kyrgyzstan,Export,Vegetables and certain roots and tubers; edible,119872724
Lebanon,Import,Vegetables and certain roots and tubers; edible,119935545
Lebanon,Export,Vegetables and certain roots and tubers; edible,39952482
Latvia,Import,Vegetables and certain roots and tubers; edible,230262833.7
Latvia,Export,Vegetables and certain roots and tubers; edible,147013782.5
Lithuania,Import,Vegetables and certain roots and tubers; edible,189267522
Lithuania,Export,Vegetables and certain roots and tubers; edible,171914725
Luxembourg,Import,Vegetables and certain roots and tubers; edible,118087656.6
Luxembourg,Export,Vegetables and certain roots and tubers; edible,18115684.31
"China, Macao SAR",Import,Vegetables and certain roots and tubers; edible,60236442.87
"China, Macao SAR",Export,Vegetables and certain roots and tubers; edible,92228.02
Malta,Import,Vegetables and certain roots and tubers; edible,28729234.81
Malta,Export,Vegetables and certain roots and tubers; edible,279213.738
Mauritius,Import,Vegetables and certain roots and tubers; edible,45924465.21
Mauritius,Export,Vegetables and certain roots and tubers; edible,383532.372
Mexico,Import,Vegetables and certain roots and tubers; edible,654303571
Mexico,Export,Vegetables and certain roots and tubers; edible,9079211073
Hungary,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",403997514
Hungary,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",153010998
Iceland,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",65860630.12
Iceland,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",967952.19
Ireland,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",507005547.9
Ireland,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",39470795.23
Israel,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",441954000
Israel,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",716656000
Italy,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",4095077644
Italy,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",4452841868
Jamaica,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",10787736.4
Jamaica,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",8480249.65
Japan,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",3250307510
Japan,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",291973129.6
Kazakhstan,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",469598285.5
Kazakhstan,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",20147214.74
Jordan,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",239924865.4
Jordan,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",126835696.8
Rep. of Korea,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",1740499315
Rep. of Korea,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",214317459
Kyrgyzstan,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",91894641
Kyrgyzstan,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",68020488
Lebanon,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",106154585
Lebanon,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",201724839
Latvia,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",256357419.8
Latvia,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",118576965.6
Lithuania,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",423486250
Lithuania,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",194341369
Luxembourg,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",193729095.3
Luxembourg,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",16646558.71
"China, Macao SAR",Import,"Fruit and nuts, edible; peel of citrus fruit or melons",86969012.63
"China, Macao SAR",Export,"Fruit and nuts, edible; peel of citrus fruit or melons",47274.055
Malta,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",47024275.15
Malta,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",52204.886
Mauritius,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",41012350.71
Mauritius,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",4122197.263
Mexico,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",1507868380
Mexico,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",9216603482
Hungary,Import,"Coffee, tea, mate and spices",211289485
Hungary,Export,"Coffee, tea, mate and spices",83340395
Iceland,Import,"Coffee, tea, mate and spices",32030110.48
Iceland,Export,"Coffee, tea, mate and spices",162022.64
Ireland,Import,"Coffee, tea, mate and spices",200787968.8
Ireland,Export,"Coffee, tea, mate and spices",28845257.61
Israel,Import,"Coffee, tea, mate and spices",247851000
Israel,Export,"Coffee, tea, mate and spices",22114000
Italy,Import,"Coffee, tea, mate and spices",2990427904
Italy,Export,"Coffee, tea, mate and spices",2633054149
Jamaica,Import,"Coffee, tea, mate and spices",12101049.4
Jamaica,Export,"Coffee, tea, mate and spices",32770353.6
Japan,Import,"Coffee, tea, mate and spices",2316187171
Japan,Export,"Coffee, tea, mate and spices",212868234.4
Kazakhstan,Import,"Coffee, tea, mate and spices",132714830.5
Kazakhstan,Export,"Coffee, tea, mate and spices",29593666.09
Jordan,Import,"Coffee, tea, mate and spices",183234559.8
Jordan,Export,"Coffee, tea, mate and spices",47900269.01
Rep. of Korea,Import,"Coffee, tea, mate and spices",1422022402
Rep. of Korea,Export,"Coffee, tea, mate and spices",41711368
Kyrgyzstan,Import,"Coffee, tea, mate and spices",17149335
Kyrgyzstan,Export,"Coffee, tea, mate and spices",394590
Lebanon,Import,"Coffee, tea, mate and spices",92070513
Lebanon,Export,"Coffee, tea, mate and spices",43044678
Latvia,Import,"Coffee, tea, mate and spices",121411296.6
Latvia,Export,"Coffee, tea, mate and spices",75048821.4
Lithuania,Import,"Coffee, tea, mate and spices",234599688
Lithuania,Export,"Coffee, tea, mate and spices",132746027
Luxembourg,Import,"Coffee, tea, mate and spices",163006659.1
Luxembourg,Export,"Coffee, tea, mate and spices",63693933.53
"China, Macao SAR",Import,"Coffee, tea, mate and spices",23401812.89
"China, Macao SAR",Export,"Coffee, tea, mate and spices",2154875.587
Malta,Import,"Coffee, tea, mate and spices",12664171.33
Malta,Export,"Coffee, tea, mate and spices",31350.311
Mauritius,Import,"Coffee, tea, mate and spices",29342366.61
Mauritius,Export,"Coffee, tea, mate and spices",13829227.03
Mexico,Import,"Coffee, tea, mate and spices",455278366
Mexico,Export,"Coffee, tea, mate and spices",926980228
Hungary,Import,Cereals,843954584
Hungary,Export,Cereals,1842104627
Iceland,Import,Cereals,33191070.8
Iceland,Export,Cereals,6787.267
Ireland,Import,Cereals,735347420.8
Ireland,Export,Cereals,66862207.58
Israel,Import,Cereals,1359858000
Israel,Export,Cereals,731000
Italy,Import,Cereals,6213946655
Italy,Export,Cereals,1188016165
Jamaica,Import,Cereals,264800211.5
Jamaica,Export,Cereals,579291.01
Japan,Import,Cereals,9598498510
Japan,Export,Cereals,57069017.88
Kazakhstan,Import,Cereals,384295780.6
Kazakhstan,Export,Cereals,2225868943
Jordan,Import,Cereals,1002882838
Jordan,Export,Cereals,16433767.69
Rep. of Korea,Import,Cereals,6577138670
Rep. of Korea,Export,Cereals,21074322
Kyrgyzstan,Import,Cereals,69734795
Kyrgyzstan,Export,Cereals,6729732
Lebanon,Import,Cereals,452202557
Lebanon,Export,Cereals,19813537
Latvia,Import,Cereals,301072108.7
Latvia,Export,Cereals,1049448398
Lithuania,Import,Cereals,197386012
Lithuania,Export,Cereals,1166914100
Luxembourg,Import,Cereals,76252820.9
Luxembourg,Export,Cereals,18937853.26
"China, Macao SAR",Import,Cereals,26298464.43
Malta,Import,Cereals,48188274.03
Malta,Export,Cereals,204.291
Mauritius,Import,Cereals,167318695.6
Mauritius,Export,Cereals,285461.277
Mexico,Import,Cereals,8886123926
Mexico,Export,Cereals,558628033
Hungary,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",108764054
Hungary,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",278389211
Iceland,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",11096110.93
Iceland,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",31628.337
Ireland,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",214560412.7
Ireland,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",74158339.26
Israel,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",106206000
Israel,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",7298000
Italy,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",580223654.8
Italy,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",698148589.6
Jamaica,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",16427649.98
Jamaica,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",6024690.38
Japan,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",612181691.7
Japan,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",106659869.4
Kazakhstan,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",45639214.4
Kazakhstan,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",820775580.8
Jordan,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",24203950.91
Jordan,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",34318251.03
Rep. of Korea,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",337630397
Rep. of Korea,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",53293145
Kyrgyzstan,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",23401117
Kyrgyzstan,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",548545
Lebanon,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",36499083
Lebanon,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",8236156
Latvia,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",44002323.59
Latvia,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",79350282.85
Lithuania,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",70753456
Lithuania,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",268353731
Luxembourg,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",15041943.97
Luxembourg,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",58024806.71
"China, Macao SAR",Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",11215958.34
"China, Macao SAR",Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",12422.125
Malta,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",16461265.66
Malta,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",5028115.553
Mauritius,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",10091371.86
Mauritius,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",5978510.791
Mexico,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",904355029
Mexico,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",311614749
Hungary,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",984525912
Hungary,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",781372265
Iceland,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",9891505.753
Iceland,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",9928967.226
Ireland,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",115541906.8
Ireland,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",72554592.53
Israel,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",499054000
Israel,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",216424000
Italy,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2761705045
Italy,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",912024314.3
Jamaica,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6155403.71
Jamaica,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1925924.72
Japan,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6905689130
Japan,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",107521174.4
Kazakhstan,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",254886940.1
Kazakhstan,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",639275459.8
Jordan,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",128142484.9
Jordan,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",15669387.81
Rep. of Korea,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2199036382
Rep. of Korea,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",429832861
Kyrgyzstan,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",9690426
Kyrgyzstan,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",3526288
Lebanon,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",170566163
Lebanon,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",20530022
Latvia,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",138748835.6
Latvia,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",285320744.1
Lithuania,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",172330498
Lithuania,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",559769785
Luxembourg,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",43701856.95
